RegionID,RegionName,State,Metro,CountyName,SizeRank,% increase over 1996 to 2016
55932,Inyokern,CA,Bakersfield,Kern,9079,173.7%
56272,Penngrove,CA,Santa Rosa,Sonoma,7297,329.4%
56684,Wofford Heights,CA,Bakersfield,Kern,8048,#DIV/0!
56780,Topanga,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,4549,370.3%
56896,Rescue,CA,Sacramento,El Dorado,5443,235.4%
56922,Los Alamos,CA,Santa Maria-Santa Barbara,Santa Barbara,10567,308.9%
57132,Wildomar,CA,Riverside,Riverside,1455,250.6%
57212,Forest Falls,CA,Riverside,San Bernardino,10721,243.7%
57218,Felton,CA,Santa Cruz,Santa Cruz,6100,344.1%
57277,Reedley,CA,Fresno,Fresno,1345,197.0%
57317,Winchester,CA,Riverside,Riverside,1680,232.2%
113412,Alondra Park,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,4341,336.2%
113441,Alum Rock,CA,San Jose,Santa Clara,2854,346.2%
113576,Avocado Heights,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3473,319.2%
114651,Del Monte Forest,CA,Salinas,Monterey,6212,#DIV/0!
114822,East Foothills,CA,San Jose,Santa Clara,4080,325.1%
114828,East La Mirada,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,5411,307.7%
114852,Easton,CA,Fresno,Fresno,8060,#DIV/0!
114956,Emerald Lake Hills,CA,San Francisco,San Mateo,6554,347.8%
115107,Florin,CA,Sacramento,Sacramento,1539,257.3%
115282,Glen Avon,CA,Riverside,Riverside,2635,315.9%
115591,Hidden Meadows,CA,San Diego,San Diego,10008,261.3%
115605,Highgrove,CA,Riverside,Riverside,6948,#DIV/0!
115663,Home Gardens,CA,Riverside,Riverside,7611,305.2%
115913,Kennedy,CA,Stockton,San Joaquin,10265,209.5%
116032,La Riviera,CA,Sacramento,Sacramento,3677,256.7%
116042,Ladera Heights,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,5121,295.5%
116192,Lexington Hills,CA,San Jose,Santa Clara,8942,254.5%
116208,Lincoln Village,CA,Stockton,San Joaquin,7106,237.5%
116639,Mission Canyon,CA,Santa Maria-Santa Barbara,Santa Barbara,9350,384.2%
117041,Oildale,CA,Bakersfield,Kern,1847,208.2%
117263,Pedley,CA,Riverside,Riverside,3279,292.8%
117764,Rosedale,CA,Bakersfield,Kern,4851,222.7%
117769,Rosemont,CA,Sacramento,Sacramento,1875,257.5%
118217,South San Jose Hills,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2500,305.9%
118225,South Whittier,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,800,303.3%
118227,South Yuba City,CA,Yuba City,Sutter,5226,213.4%
118339,Sugarloaf,CA,Riverside,San Bernardino,10206,258.8%
118379,Sunnyslope,CA,Riverside,Riverside,6996,#DIV/0!
118694,Valinda,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2768,302.9%
118875,West Athens,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3983,305.5%
118878,West Carson,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2057,321.2%
118895,West Puente Valley,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2696,304.4%
118914,Westmont,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1334,311.4%
118994,Willowbrook,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2330,300.0%
272578,Commerce,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2908,265.9%
395645,Mather Air Force Base,CA,Sacramento,Sacramento,5613,207.9%
395646,Pine Grove,CA,,Amador,6920,208.0%
396020,Arden-Arcade,CA,Sacramento,Sacramento,441,259.1%
396053,Florence-Graham,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,684,268.2%
396054,Burbank,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,279,393.3%
396236,Vineyard,CA,Sacramento,Sacramento,1836,267.6%
396541,Highlands-Baywood Park,CA,San Francisco,San Mateo,7998,439.0%
396542,North Fair Oaks,CA,San Francisco,San Mateo,3732,377.7%
396550,View Park-Windsor Hills,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,3434,333.9%
396551,La Crescenta-Montrose,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2266,372.0%
396554,Cambrian Park,CA,San Jose,Santa Clara,6691,453.2%
396556,West Whittier-Los Nietos,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2503,298.5%
398839,Angels,CA,,Calaveras,10729,234.3%
737786,The Sea Ranch,CA,Santa Rosa,Sonoma,9203,314.2%
737790,Eastvale,CA,Riverside,Riverside,730,279.1%
